S.No,date,time,product_name,quantity,unit_price,total_amount,payment_mode,transaction_type
7188,20-03-2024,06:42,Memon Chocolates,1,445.43,445.43,Cash,Walk-in
7189,20-03-2024,00:18,Ganguly-Loke Namkeen,1,104.67,104.67,Credit,Phone Order
7190,20-03-2024,23:01,Ben-Chaudhary Soft Drinks,4,32.1,128.4,Credit,Walk-in
7191,20-03-2024,04:03,"Bobal, Salt",2,479.79,959.58,UPI,Walk-in
7192,20-03-2024,15:03,"Majumdar, Oil",3,44.32,132.95,UPI,Phone Order
7193,20-03-2024,20:07,"Barad, Salt",3,164.66,493.96,Credit,Delivery
7194,20-03-2024,16:03,Tara-Padmanabhan Tea,1,11.76,11.76,Credit,Walk-in
7195,20-03-2024,05:57,Joshi Coffee,1,359.99,359.99,UPI,Phone Order
7196,20-03-2024,04:19,Kaur-Sama Salt,4,123.45,493.8,UPI,Walk-in
7197,20-03-2024,03:14,Dua Pulses,5,411.32,2056.6,UPI,Walk-in
7198,20-03-2024,22:41,Memon-Lall Wheat Flour,2,182.22,364.44,UPI,Walk-in
7199,20-03-2024,02:33,Bajaj Namkeen,4,311.6,1246.4,Cash,Phone Order
7200,20-03-2024,09:03,"Vasa, Chocolates",3,472.52,1417.56,Cash,Walk-in
7201,20-03-2024,18:59,Dubey Dal,3,341.81,1025.43,Credit,Walk-in
7202,20-03-2024,07:51,Dua Pulses,4,411.32,1645.28,UPI,Phone Order
7203,20-03-2024,04:13,Yadav Rice,2,24.08,48.16,UPI,Walk-in
7204,20-03-2024,12:21,Handa Soap,1,75.1,75.1,Cash,Walk-in
7205,20-03-2024,09:54,Dave-Purohit Sugar,4,15.04,60.16,Credit,Phone Order
7206,20-03-2024,06:04,Buch-Sehgal Coffee,5,448.09,2240.45,UPI,Walk-in
7207,20-03-2024,10:03,Ravel-Prashad Biscuits,3,189.3,567.9,UPI,Delivery
7208,20-03-2024,12:40,"Varughese, Sugar",3,119.19,357.56,Credit,Walk-in
7209,20-03-2024,05:16,Patil-Narain Pulses,3,433.27,1299.81,UPI,Delivery
7210,20-03-2024,04:59,Sunder-Kapadia Tea,5,283.58,1417.92,Credit,Phone Order
7211,20-03-2024,17:16,"Manda, Coffee",3,56.6,169.8,Credit,Delivery
7212,20-03-2024,15:00,"Sehgal, Salt",1,337.14,337.14,Credit,Delivery
7213,20-03-2024,12:12,"Parsa, Chocolates",4,452.18,1808.72,Cash,Walk-in
7214,20-03-2024,00:33,"Bobal, Salt",3,455.8,1367.4,Credit,Phone Order
7215,20-03-2024,12:47,Khalsa Chips,4,86.14,344.56,Cash,Phone Order
7216,20-03-2024,20:16,Nazareth Spices,3,21.7,65.09,UPI,Walk-in
7217,20-03-2024,10:35,Yadav Rice,4,24.08,96.32,UPI,Phone Order
7218,20-03-2024,13:35,"Dugar, Biscuits",4,43.72,174.88,Cash,Walk-in
7219,20-03-2024,17:21,Handa Soap,4,71.14,284.58,Cash,Walk-in
7220,20-03-2024,00:20,"Dora, Pulses",5,206.15,1030.75,UPI,Walk-in
7221,20-03-2024,09:49,Nazareth Spices,1,20.56,20.56,Cash,Walk-in
7222,20-03-2024,06:26,Sant Dal,5,463.25,2316.25,Credit,Walk-in
7223,21-03-2024,17:59,Jaggi-Sule Masala,1,332.89,332.89,Cash,Walk-in
7224,21-03-2024,04:09,Karpe Juice,5,13.02,65.1,Credit,Walk-in
7225,21-03-2024,18:02,Memon Chocolates,4,445.43,1781.72,Cash,Delivery
7226,21-03-2024,22:30,Sachar Rice,4,342.8,1371.2,UPI,Walk-in
7227,21-03-2024,13:56,Ganguly-Loke Namkeen,1,104.67,104.67,Credit,Walk-in
7228,21-03-2024,11:29,Anne-Mital Wheat Flour,2,227.37,454.73,Credit,Walk-in
7229,21-03-2024,17:41,"Gade, Chips",3,349.87,1049.6,Credit,Walk-in
7230,21-03-2024,16:08,Cherian-Koshy Oil,3,42.05,126.14,UPI,Walk-in
7231,21-03-2024,07:56,Aurora-Madan Namkeen,2,91.87,183.74,Credit,Walk-in
7232,21-03-2024,07:59,Memon Chocolates,2,445.43,890.86,UPI,Phone Order
7233,21-03-2024,22:20,"Sule, Masala",1,395.13,395.13,Credit,Delivery
7234,21-03-2024,16:48,"Dora, Pulses",4,206.15,824.6,Credit,Walk-in
7235,21-03-2024,11:11,"Lata, Namkeen",2,449.83,899.66,UPI,Walk-in
7236,21-03-2024,17:00,"Malhotra, Wheat Flour",3,337.27,1011.81,Credit,Walk-in
7237,21-03-2024,08:17,"Barad, Salt",3,182.95,548.85,Cash,Walk-in
7238,21-03-2024,14:33,"Sehgal, Salt",2,354.88,709.76,Cash,Walk-in
7239,21-03-2024,02:04,Memon Chocolates,4,445.43,1781.72,Credit,Phone Order
7240,21-03-2024,06:47,Sachar Rice,2,380.89,761.78,Cash,Walk-in
7241,21-03-2024,05:13,Chhabra-Aurora Tea,3,414.52,1243.56,Credit,Walk-in
7242,21-03-2024,05:36,Dhillon-Karan Rice,4,12.73,50.92,Credit,Phone Order
7243,21-03-2024,04:16,Rastogi-Gandhi Detergent,2,178.37,356.74,Credit,Walk-in
7244,21-03-2024,07:38,"Saini, Juice",2,441.19,882.38,Cash,Walk-in
7245,21-03-2024,12:04,"Dora, Pulses",5,206.15,1030.75,Cash,Delivery
7246,21-03-2024,08:14,"Majumdar, Oil",5,49.24,246.2,UPI,Walk-in
7247,21-03-2024,19:33,Khalsa Chips,2,86.14,172.28,Cash,Walk-in
7248,21-03-2024,14:04,"Ganesh, Soap",4,34.56,138.24,UPI,Walk-in
7249,21-03-2024,01:09,Jaggi-Sule Masala,1,350.41,350.41,UPI,Walk-in
7250,21-03-2024,03:41,"Manda, Coffee",3,50.94,152.82,Cash,Walk-in
7251,21-03-2024,18:37,Kari-Agate Juice,5,106.57,532.85,Credit,Walk-in
7252,21-03-2024,06:41,Nazareth Spices,2,22.84,45.68,Credit,Walk-in
7253,21-03-2024,23:33,Ratta Soft Drinks,5,157.16,785.79,Credit,Walk-in
7254,21-03-2024,04:24,Dhillon-Karan Rice,2,12.73,25.46,Credit,Delivery
7255,21-03-2024,04:53,Mammen Soap,4,218.4,873.62,Credit,Walk-in
7256,21-03-2024,02:52,Kant Oil,4,143.02,572.09,Cash,Walk-in
7257,21-03-2024,04:40,Sheth-Merchant Salt,2,413.2,826.4,Cash,Phone Order
7258,21-03-2024,13:11,Gour-Deo Toothpaste,5,402.05,2010.25,Credit,Walk-in
7259,21-03-2024,13:50,"Dora, Pulses",1,206.15,206.15,Credit,Walk-in
7260,21-03-2024,15:08,Salvi-Saraf Coffee,1,440.53,440.53,Cash,Delivery
7261,21-03-2024,06:54,Ahluwalia Pulses,2,486.59,973.18,Cash,Walk-in
7262,21-03-2024,13:19,Bajaj Namkeen,2,295.2,590.4,Credit,Phone Order
7263,21-03-2024,15:32,Issac Soft Drinks,5,399.31,1996.57,Credit,Walk-in
7264,21-03-2024,02:12,"Ganesh, Soap",1,34.56,34.56,UPI,Walk-in
7265,21-03-2024,11:14,"Majumdar, Oil",3,46.78,140.33,UPI,Delivery
7266,21-03-2024,22:59,"Venkatesh, Shampoo",3,392.63,1177.9,Cash,Walk-in
7267,21-03-2024,12:22,Gour-Deo Toothpaste,3,402.05,1206.15,Cash,Walk-in
7268,21-03-2024,16:10,"Malhotra, Wheat Flour",1,320.41,320.41,Credit,Walk-in
7269,21-03-2024,02:35,Lalla Detergent,5,179.85,899.24,UPI,Delivery
7270,21-03-2024,03:00,Nayak Dal,3,217.93,653.79,UPI,Walk-in
7271,21-03-2024,09:10,Ravel-Prashad Biscuits,3,189.3,567.9,UPI,Phone Order
7272,21-03-2024,13:03,Chandran-Vyas Toothpaste,3,192.65,577.95,Cash,Phone Order
7273,21-03-2024,02:26,Sheth-Merchant Salt,2,413.2,826.4,Credit,Walk-in
7274,21-03-2024,13:39,Kari-Agate Juice,3,106.57,319.71,Cash,Walk-in
7275,21-03-2024,22:41,Kari-Agate Juice,2,106.57,213.14,Cash,Phone Order
7276,21-03-2024,11:50,Sant Dal,2,416.92,833.85,UPI,Walk-in
7277,21-03-2024,18:50,Tiwari-Krishnan Chips,3,185.18,555.54,Credit,Walk-in
7278,21-03-2024,23:57,Upadhyay Soap,1,278.3,278.3,Credit,Walk-in
7279,21-03-2024,22:06,Sekhon Pulses,5,16.83,84.15,UPI,Phone Order
7280,21-03-2024,13:59,"Sehgal, Salt",5,354.88,1774.4,Credit,Walk-in
7281,21-03-2024,11:24,"Majumdar, Oil",4,49.24,196.96,Cash,Phone Order
7282,21-03-2024,05:20,"Suresh, Salt",1,254.66,254.66,UPI,Phone Order
7283,21-03-2024,15:56,"Sehgal, Salt",1,354.88,354.88,UPI,Phone Order
7284,21-03-2024,09:06,Rastogi-Gandhi Detergent,1,178.37,178.37,Cash,Phone Order
7285,21-03-2024,13:15,"Sule, Masala",4,375.37,1501.49,Cash,Walk-in
7286,21-03-2024,18:13,"Sule, Masala",4,395.13,1580.52,UPI,Walk-in
7287,21-03-2024,16:16,"Majumdar, Oil",5,49.24,246.2,Credit,Walk-in
7288,21-03-2024,22:26,"Dash, Soap",2,94.25,188.5,Cash,Walk-in
7289,21-03-2024,01:25,Dubey Dal,3,341.81,1025.43,Cash,Walk-in
7290,21-03-2024,20:58,Sant Dal,3,440.09,1320.26,UPI,Phone Order
7291,21-03-2024,03:32,Chhabra-Aurora Tea,5,414.52,2072.6,Cash,Walk-in
7292,21-03-2024,19:03,Ahluwalia Pulses,2,486.59,973.18,Credit,Delivery
7293,21-03-2024,10:40,Ramesh Dal,2,42.76,85.52,Cash,Walk-in
7294,21-03-2024,22:09,Kant Oil,2,150.55,301.1,UPI,Walk-in
7295,21-03-2024,20:24,Narasimhan Salt,5,17.16,85.82,Credit,Phone Order
7296,21-03-2024,06:23,"Gade, Chips",3,349.87,1049.6,Cash,Walk-in
7297,21-03-2024,03:34,"Sanghvi, Wheat Flour",4,91.62,366.47,UPI,Walk-in
7298,21-03-2024,09:11,Pall Detergent,3,279.58,838.74,UPI,Phone Order
7299,21-03-2024,20:29,Mitter-Ramanathan Dal,3,232.51,697.54,Credit,Phone Order
7300,21-03-2024,14:51,Sekhon Pulses,3,15.99,47.97,Cash,Walk-in
7301,21-03-2024,13:58,Wable Soft Drinks,1,416.72,416.72,Cash,Phone Order
7302,21-03-2024,20:25,Sheth-Merchant Salt,1,392.54,392.54,Credit,Walk-in
7303,21-03-2024,16:51,Ranganathan Pulses,2,267.98,535.96,Credit,Walk-in
7304,21-03-2024,23:56,Raman Toothpaste,3,10.9,32.7,Cash,Phone Order
7305,21-03-2024,11:18,Memon-Lall Wheat Flour,4,182.22,728.88,UPI,Walk-in
7306,21-03-2024,23:59,"Ahuja, Toothpaste",2,468.51,937.02,Credit,Phone Order
7307,21-03-2024,12:10,Rao-Bansal Spices,3,117.81,353.43,Cash,Walk-in
7308,21-03-2024,11:45,Madan-Divan Chocolates,1,58.19,58.19,Cash,Walk-in
7309,21-03-2024,15:15,Cherian-Koshy Oil,3,46.72,140.16,UPI,Walk-in
7310,21-03-2024,23:18,"Dalal, Coffee",3,176.03,528.09,Credit,Walk-in
7311,21-03-2024,20:21,"Dalal, Coffee",4,176.03,704.12,Cash,Phone Order
7312,21-03-2024,13:40,"Varughese, Sugar",2,125.46,250.92,Credit,Delivery
7313,21-03-2024,14:09,Sunder-Kapadia Tea,3,268.66,805.98,Cash,Walk-in
7314,21-03-2024,02:46,Lad Masala,2,282.71,565.42,UPI,Walk-in
7315,21-03-2024,19:34,Sheth-Merchant Salt,1,413.2,413.2,Credit,Walk-in
7316,21-03-2024,00:37,Mammen Soap,4,229.9,919.6,UPI,Walk-in
7317,21-03-2024,19:05,Sethi Masala,5,303.43,1517.15,Cash,Walk-in
7318,21-03-2024,00:10,Kari-Agate Juice,5,95.91,479.56,Credit,Walk-in
7319,21-03-2024,07:37,Tiwari-Krishnan Chips,3,185.18,555.54,UPI,Walk-in
7320,21-03-2024,17:21,Chacko Soft Drinks,2,89.08,178.16,Cash,Phone Order
7321,21-03-2024,16:51,Lad Masala,3,314.12,942.36,UPI,Walk-in
7322,21-03-2024,11:13,Lalla Detergent,2,199.83,399.66,UPI,Walk-in
7323,21-03-2024,02:08,"Ganesh, Soap",3,34.56,103.68,UPI,Walk-in
7324,21-03-2024,08:32,Lalla Detergent,1,189.84,189.84,Cash,Walk-in
7325,21-03-2024,10:44,Issac Soft Drinks,1,420.33,420.33,UPI,Phone Order
7326,21-03-2024,14:01,Sheth-Merchant Salt,2,413.2,826.4,Credit,Walk-in
7327,21-03-2024,01:27,Aurora-Madan Namkeen,5,82.68,413.42,Credit,Walk-in
7328,21-03-2024,22:46,"Lata, Namkeen",3,449.83,1349.49,Credit,Walk-in
7329,21-03-2024,07:17,Salvi-Saraf Coffee,5,489.48,2447.4,Cash,Delivery
7330,21-03-2024,14:39,Memon Chocolates,5,445.43,2227.15,Credit,Phone Order
7331,21-03-2024,21:16,Ratta Soft Drinks,5,157.16,785.79,Credit,Walk-in
7332,21-03-2024,19:21,Madan-Divan Chocolates,5,55.28,276.4,UPI,Phone Order
7333,22-03-2024,23:09,Khalsa Chips,1,86.14,86.14,Cash,Walk-in
7334,22-03-2024,08:04,Palla-Muni Biscuits,4,321.18,1284.72,Credit,Phone Order
7335,22-03-2024,07:59,Naidu-Goyal Chips,1,390.62,390.62,Credit,Walk-in
7336,22-03-2024,05:38,Chaudhry Rice,3,59.46,178.39,Cash,Walk-in
7337,22-03-2024,11:23,"Majumdar, Oil",3,44.32,132.95,UPI,Phone Order
7338,22-03-2024,03:44,"Ganesh, Soap",4,32.83,131.33,UPI,Delivery
7339,22-03-2024,04:09,Pall Detergent,5,279.58,1397.9,UPI,Phone Order
7340,22-03-2024,06:00,Lalla Detergent,2,199.83,399.66,Cash,Walk-in
7341,22-03-2024,16:31,Mangat Soft Drinks,1,329.23,329.23,UPI,Walk-in
7342,22-03-2024,11:36,Suri Coffee,1,329.58,329.58,UPI,Walk-in
7343,22-03-2024,12:31,"Venkatesh, Shampoo",3,436.26,1308.78,Credit,Phone Order
7344,22-03-2024,21:49,"Dalal, Coffee",4,185.81,743.24,UPI,Walk-in
7345,22-03-2024,07:47,Dua Pulses,2,411.32,822.64,Credit,Phone Order
7346,22-03-2024,20:11,Raman Tea,4,258.72,1034.88,UPI,Walk-in
7347,22-03-2024,10:54,Kade-Srinivasan Tea,5,100.79,503.95,Credit,Delivery
7348,22-03-2024,00:33,Ben-Chaudhary Soft Drinks,1,32.1,32.1,UPI,Walk-in
7349,22-03-2024,03:40,Suri Coffee,2,329.58,659.17,Cash,Phone Order
7350,22-03-2024,03:01,Chhabra-Aurora Tea,5,414.52,2072.6,UPI,Walk-in
7351,22-03-2024,09:17,Cherian-Koshy Oil,1,46.72,46.72,Credit,Delivery
7352,22-03-2024,17:47,Memon-Lall Wheat Flour,3,182.22,546.66,Cash,Walk-in
7353,22-03-2024,20:00,"Ahuja, Toothpaste",2,468.51,937.02,Cash,Phone Order
7354,22-03-2024,08:57,Nayak Dal,5,217.93,1089.65,Credit,Delivery
7355,22-03-2024,12:46,Buch Shampoo,2,192.26,384.52,Credit,Phone Order
7356,22-03-2024,00:33,Narasimhan Salt,5,17.16,85.82,Cash,Walk-in
7357,22-03-2024,17:13,"Barad, Salt",5,182.95,914.75,Credit,Delivery
7358,22-03-2024,14:52,Issac Soft Drinks,3,420.33,1260.99,UPI,Walk-in
7359,22-03-2024,09:00,Buch Shampoo,3,202.38,607.14,UPI,Walk-in
7360,22-03-2024,00:30,Kade-Srinivasan Tea,3,111.99,335.97,Credit,Phone Order
7361,22-03-2024,09:06,Joshi Coffee,5,359.99,1799.95,Cash,Walk-in
7362,22-03-2024,06:43,"Varughese, Sugar",5,112.91,564.57,Cash,Walk-in
7363,22-03-2024,03:51,Gour-Deo Toothpaste,4,402.05,1608.2,UPI,Walk-in
7364,22-03-2024,23:50,Nayak Dal,5,217.93,1089.65,Cash,Delivery
7365,22-03-2024,17:14,Bajaj Namkeen,5,328.0,1640.0,Credit,Walk-in
7366,22-03-2024,14:03,Sant Dal,2,463.25,926.5,Cash,Walk-in
7367,22-03-2024,06:17,"Dugar, Biscuits",2,43.72,87.44,Cash,Phone Order
7368,22-03-2024,04:53,"Dora, Pulses",1,185.54,185.54,Cash,Walk-in
7369,22-03-2024,10:57,"Ganesh, Soap",4,31.1,124.42,UPI,Walk-in
7370,22-03-2024,01:46,Kant Oil,4,135.5,541.98,Cash,Walk-in
7371,22-03-2024,02:28,Sha Tea,2,89.35,178.7,Cash,Walk-in
7372,22-03-2024,19:32,Madan-Divan Chocolates,5,58.19,290.95,Cash,Phone Order
7373,22-03-2024,01:22,"Dash, Soap",5,94.25,471.24,Cash,Phone Order
7374,22-03-2024,23:25,Memon Chocolates,3,445.43,1336.29,UPI,Walk-in
7375,22-03-2024,02:44,Tiwari-Krishnan Chips,3,175.92,527.76,Cash,Walk-in
7376,22-03-2024,06:17,Ganguly-Loke Namkeen,5,99.44,497.18,Credit,Walk-in
7377,22-03-2024,16:15,Mangat Soft Drinks,1,346.56,346.56,UPI,Phone Order
7378,22-03-2024,02:10,"Lata, Namkeen",1,427.34,427.34,Credit,Phone Order
7379,22-03-2024,21:29,Pall Detergent,3,251.62,754.87,Cash,Delivery
7380,22-03-2024,03:45,"Ganesh, Soap",5,34.56,172.8,UPI,Walk-in
7381,22-03-2024,09:36,Yadav Rice,5,24.08,120.4,Credit,Delivery
7382,22-03-2024,07:40,Chandran-Vyas Toothpaste,5,192.65,963.25,Cash,Walk-in
7383,22-03-2024,07:20,"Malhotra, Wheat Flour",4,320.41,1281.63,Cash,Walk-in
7384,22-03-2024,09:17,Aurora-Madan Namkeen,4,82.68,330.73,Credit,Walk-in
7385,22-03-2024,05:26,Memon Chocolates,4,445.43,1781.72,UPI,Phone Order
7386,22-03-2024,22:48,Raman Tea,4,258.72,1034.88,Cash,Walk-in
7387,22-03-2024,03:29,Tara-Padmanabhan Tea,2,13.07,26.14,Cash,Phone Order
7388,22-03-2024,21:11,Buch Shampoo,5,202.38,1011.9,UPI,Walk-in
7389,22-03-2024,02:10,Chhabra-Aurora Tea,2,414.52,829.04,UPI,Walk-in
7390,22-03-2024,05:08,Joshi Coffee,4,323.99,1295.96,UPI,Phone Order
7391,22-03-2024,20:08,"Saini, Juice",2,441.19,882.38,UPI,Delivery
7392,22-03-2024,18:39,Kaur-Sama Salt,1,123.45,123.45,Credit,Walk-in
7393,22-03-2024,03:41,Sachar Rice,1,380.89,380.89,Cash,Walk-in
7394,22-03-2024,13:11,"Varughese, Sugar",4,125.46,501.84,Credit,Phone Order
7395,22-03-2024,17:26,Naidu-Goyal Chips,3,411.18,1233.54,Cash,Walk-in
7396,22-03-2024,01:38,Salvi-Saraf Coffee,3,489.48,1468.44,UPI,Walk-in
7397,22-03-2024,23:58,Memon Chocolates,2,400.89,801.77,Cash,Walk-in
7398,22-03-2024,09:38,Suri Coffee,4,346.93,1387.72,Credit,Walk-in
7399,22-03-2024,00:10,"Manda, Coffee",4,56.6,226.4,Cash,Walk-in
7400,22-03-2024,23:19,Tara-Padmanabhan Tea,2,13.07,26.14,Cash,Walk-in
7401,22-03-2024,19:47,Sheth-Merchant Salt,1,413.2,413.2,Credit,Walk-in
7402,22-03-2024,03:55,Sengupta Detergent,5,209.52,1047.6,Credit,Walk-in
7403,22-03-2024,02:48,Memon-Lall Wheat Flour,2,164.0,328.0,Cash,Delivery
7404,22-03-2024,02:27,Salvi-Saraf Coffee,4,465.01,1860.02,Credit,Walk-in
7405,22-03-2024,15:22,"Narayan, Toothpaste",5,215.16,1075.78,Credit,Walk-in
7406,22-03-2024,14:43,"Dash, Soap",1,104.72,104.72,UPI,Walk-in
7407,22-03-2024,17:04,Ramesh Dal,1,40.62,40.62,Cash,Walk-in
7408,22-03-2024,15:35,"Gade, Chips",3,368.28,1104.84,Cash,Walk-in
7409,22-03-2024,15:04,Nayak Dal,2,207.03,414.07,Cash,Walk-in
7410,22-03-2024,15:22,Sheth-Merchant Salt,5,413.2,2066.0,Cash,Walk-in
7411,22-03-2024,04:41,Karpe Juice,4,13.02,52.08,Cash,Phone Order
7412,22-03-2024,03:55,Dhillon-Karan Rice,5,12.73,63.65,UPI,Delivery
7413,22-03-2024,11:48,Dave-Purohit Sugar,2,16.71,33.42,UPI,Delivery
7414,22-03-2024,16:22,Palla-Muni Biscuits,2,305.12,610.24,Credit,Phone Order
7415,22-03-2024,17:17,"Parsa, Chocolates",2,452.18,904.36,Credit,Walk-in
7416,22-03-2024,15:40,"Atwal, Masala",3,256.44,769.33,Credit,Walk-in
7417,22-03-2024,08:03,Cherian-Koshy Oil,5,46.72,233.6,UPI,Walk-in
7418,22-03-2024,12:39,Mitter-Ramanathan Dal,3,232.51,697.54,UPI,Walk-in
7419,22-03-2024,13:59,Sachar Rice,1,380.89,380.89,Credit,Walk-in
7420,22-03-2024,13:50,"Sanghvi, Wheat Flour",1,96.44,96.44,Cash,Walk-in
7421,22-03-2024,19:55,Aurora-Madan Namkeen,4,91.87,367.48,Credit,Walk-in
7422,22-03-2024,19:59,Ravel-Prashad Biscuits,4,189.3,757.2,UPI,Walk-in
7423,22-03-2024,04:50,Rastogi-Gandhi Detergent,3,178.37,535.11,UPI,Walk-in
7424,22-03-2024,08:03,Tara-Padmanabhan Tea,1,11.76,11.76,Credit,Walk-in
7425,22-03-2024,15:32,Chaudhry Rice,4,66.07,264.28,Credit,Walk-in
7426,22-03-2024,13:24,"Sehgal, Salt",4,354.88,1419.52,Cash,Walk-in
7427,23-03-2024,22:29,Nazareth Spices,4,21.7,86.79,UPI,Walk-in
7428,23-03-2024,16:10,Sekhon Pulses,1,15.99,15.99,Cash,Phone Order
7429,23-03-2024,17:30,"Sule, Masala",4,395.13,1580.52,Cash,Phone Order
7430,23-03-2024,14:28,"Malhotra, Wheat Flour",4,337.27,1349.08,UPI,Phone Order
7431,23-03-2024,12:25,Karpe Juice,4,13.02,52.08,UPI,Walk-in
7432,23-03-2024,15:26,Naidu-Goyal Chips,4,411.18,1644.72,Credit,Delivery
7433,23-03-2024,10:14,Kade-Srinivasan Tea,4,111.99,447.96,UPI,Walk-in
7434,23-03-2024,10:24,Raman Toothpaste,3,10.9,32.7,Cash,Walk-in
7435,23-03-2024,04:14,Raman Toothpaste,2,10.9,21.8,Cash,Phone Order
7436,23-03-2024,02:30,"Sanghvi, Wheat Flour",5,96.44,482.2,UPI,Walk-in
7437,23-03-2024,04:23,Ramesh Dal,4,42.76,171.04,UPI,Walk-in
7438,23-03-2024,19:10,Datta-Solanki Soap,3,363.07,1089.21,UPI,Walk-in
7439,23-03-2024,00:17,Lad Masala,5,314.12,1570.6,UPI,Walk-in
7440,23-03-2024,01:06,Chhabra-Aurora Tea,1,414.52,414.52,UPI,Walk-in
7441,23-03-2024,20:25,"Vasa, Chocolates",1,472.52,472.52,UPI,Walk-in
7442,23-03-2024,03:04,Kari-Agate Juice,1,106.57,106.57,UPI,Walk-in
7443,23-03-2024,04:19,Wable Soft Drinks,1,395.88,395.88,Credit,Delivery
7444,23-03-2024,07:29,"Ganesh, Soap",3,34.56,103.68,Credit,Walk-in
7445,23-03-2024,01:22,Sengupta Detergent,3,209.52,628.56,UPI,Walk-in
7446,23-03-2024,15:38,"Manda, Coffee",3,56.6,169.8,UPI,Walk-in
7447,23-03-2024,05:19,Kant Oil,4,150.55,602.2,Credit,Walk-in
7448,23-03-2024,23:26,Karpe Juice,4,12.37,49.48,UPI,Phone Order
7449,23-03-2024,18:34,Datta-Solanki Soap,1,403.41,403.41,UPI,Walk-in
7450,23-03-2024,10:20,Narasimhan Salt,5,19.07,95.35,Credit,Delivery
7451,23-03-2024,08:14,Rao-Bansal Spices,5,124.36,621.78,Cash,Delivery
7452,23-03-2024,01:09,"Ganesh, Soap",3,31.1,93.31,Credit,Walk-in
7453,23-03-2024,07:59,Jaggi-Sule Masala,4,350.41,1401.64,UPI,Walk-in
7454,23-03-2024,11:46,Bajaj Namkeen,5,328.0,1640.0,Cash,Walk-in
7455,23-03-2024,14:58,"Majumdar, Oil",5,46.78,233.89,Credit,Walk-in
7456,23-03-2024,03:00,Chandran-Vyas Toothpaste,5,183.02,915.09,Cash,Walk-in
7457,23-03-2024,04:30,Khalsa Chips,5,86.14,430.7,Cash,Phone Order
7458,23-03-2024,02:57,Swamy Sugar,3,314.23,942.69,UPI,Walk-in
7459,23-03-2024,12:47,Nazareth Spices,2,22.84,45.68,Credit,Walk-in
7460,23-03-2024,01:31,Mangat Soft Drinks,3,329.23,987.7,Credit,Walk-in
7461,23-03-2024,00:59,"Ahuja, Toothpaste",5,468.51,2342.55,Credit,Walk-in
7462,23-03-2024,09:32,Memon Chocolates,1,445.43,445.43,Credit,Walk-in
7463,23-03-2024,08:33,"Saini, Juice",3,441.19,1323.57,Cash,Walk-in
7464,23-03-2024,13:06,Ratta Soft Drinks,1,157.16,157.16,Credit,Delivery
7465,23-03-2024,10:48,"Bobal, Salt",2,455.8,911.6,UPI,Walk-in
7466,23-03-2024,13:42,Chaudhry Rice,1,62.77,62.77,UPI,Walk-in
7467,23-03-2024,16:50,"Sanghvi, Wheat Flour",4,86.8,347.18,UPI,Walk-in
7468,23-03-2024,16:49,Suri Coffee,1,312.24,312.24,Credit,Walk-in
7469,23-03-2024,18:03,Palla-Muni Biscuits,4,321.18,1284.72,UPI,Walk-in
7470,23-03-2024,03:21,Dua Pulses,4,411.32,1645.28,UPI,Walk-in
7471,23-03-2024,01:16,Sengupta Detergent,2,199.04,398.09,Credit,Walk-in
7472,23-03-2024,14:24,Devi-Chaudhry Masala,5,418.12,2090.62,Credit,Delivery
7473,23-03-2024,14:50,Ramesh Dal,5,42.76,213.8,UPI,Walk-in
7474,23-03-2024,22:27,"Ahuja, Toothpaste",3,421.66,1264.98,Cash,Walk-in
7475,23-03-2024,14:04,Mangat Soft Drinks,4,346.56,1386.24,UPI,Walk-in
7476,23-03-2024,03:05,"Majumdar, Oil",5,46.78,233.89,Credit,Walk-in
7477,23-03-2024,12:51,"Atwal, Masala",1,269.94,269.94,Cash,Phone Order
7478,23-03-2024,09:18,Ahluwalia Pulses,2,486.59,973.18,Cash,Walk-in
7479,23-03-2024,20:27,Raman Toothpaste,3,10.9,32.7,UPI,Walk-in
7480,23-03-2024,16:08,"Sehgal, Salt",3,354.88,1064.64,Credit,Walk-in
7481,23-03-2024,20:11,"Kota, Namkeen",4,444.5,1778.0,Credit,Walk-in
7482,23-03-2024,11:17,Mammen Soap,4,229.9,919.6,Credit,Walk-in
7483,23-03-2024,20:09,Rao-Bansal Spices,3,130.9,392.7,Cash,Phone Order
7484,23-03-2024,11:44,Tara-Padmanabhan Tea,4,13.07,52.28,UPI,Walk-in
7485,23-03-2024,21:40,"Kota, Namkeen",1,444.5,444.5,Cash,Walk-in
7486,23-03-2024,22:48,"Lata, Namkeen",5,427.34,2136.69,Credit,Walk-in
7487,23-03-2024,15:45,Dubey Dal,4,324.72,1298.88,UPI,Walk-in
7488,23-03-2024,15:37,"Varughese, Sugar",2,125.46,250.92,Cash,Walk-in
7489,23-03-2024,17:08,Wable Soft Drinks,5,416.72,2083.6,UPI,Walk-in
7490,23-03-2024,11:33,Tara-Padmanabhan Tea,4,13.07,52.28,Cash,Walk-in
7491,23-03-2024,14:36,Swaminathan Soap,1,277.25,277.25,Credit,Phone Order
7492,23-03-2024,23:50,"Ganesh, Soap",4,34.56,138.24,UPI,Walk-in
7493,23-03-2024,07:32,"Bobal, Salt",4,479.79,1919.16,Credit,Walk-in
7494,23-03-2024,13:20,Lad Masala,4,282.71,1130.83,Credit,Walk-in
7495,23-03-2024,02:53,Patil-Narain Pulses,1,389.94,389.94,Cash,Walk-in
